post_id;post_txt;post_lable
25416;With Great power, Comes great ele bill.;b
25417;I’m sorry my fault. I forgot you’re an Idiot.;b
25418;Love yourself love your day love your life.;b
25419;Sugar? No thanks, I am already sweet..;b
25420;My heart is stolen… Can I check your bar..;p
25421;Life is a story, Make yours the best seller!;b
25422;Life is short. Smile ;p
25423;You are my best reason to lose sleep.;p
25424;I’m the dude with cool attitude!;p
25425;I wish I had Google in my mind ;b
25426;You have TO-GET-HER.;b
25427;If you want to be TOGETHER.  ;p
25428;Your Whatsapp status say’s online;p
25429;… If your online then, why aren’t you ;b
25430;Try to solve your problem yourself… ;p
25431;Don’t Depend on other..!;b
25432;Life begins at the end ;b
25433;of your comfort zone.;b
25434;Stop saying I wish start saying I will.;p
25435;and antivirus in my heart.;p
25436;Every people is a intelligent;n
25437;When he work Hard! Goood feel;p
25438;Please don’t get confused ;p
25439;please smile ..to your life;p
25440;Love yourself love your day love your life.;p
25441;When he work Hard that is great;n
25442;Don’t let a bad day ;p
25443;make u feel u have a bad life.;n
25444;I’ve got nothing to do today ;p
25445;but smile.;b
25446;Life is to short to remove USB slowly.;n
25447;So many assume. So few know.;p
25448;Nobody can teach me who I am.;p
25449;‘Down’, It only means that you ;p
25450;If people are trying to bring you ;p
25451;I got less but I got best!;p
25452;I’m cool but Summer made me hot!;p
25453;I got less but I got best!;n
25454;I am Waiting for GF Message!;p
25455;So many assume. So few know.;p
25456;Stop saying I wish start saying I will;p
25457;It costs $b.bb to be a decent person.;b
25458;With Great power, Comes great ele bill.;b
25459;I’m sorry my fault. I forgot you’re an Idiot.;b
25460;Love yourself love your day love your life.;b
25461;Sugar? No thanks, I am already sweet..;b
25462;My heart is stolen… Can I check your bar..;p
25463;Life is a story, Make yours the best seller!;b
25464;Life is short. Smile ;p
25465;You are my best reason to lose sleep.;p
25466;I’m the dude with cool attitude!;p
25467;I wish I had Google in my mind ;b
25468;You have TO-GET-HER.;b
25469;If you want to be TOGETHER.  ;p
25470;Your Whatsapp status say’s online;p
25471;… If your online then, why aren’t you ;b
25472;Try to solve your problem yourself… ;p
25473;Don’t Depend on other..!;b
25474;Life begins at the end ;b
25475;of your comfort zone.;b
25476;Stop saying I wish start saying I will.;p
25477;and antivirus in my heart.;p
25478;Every people is a intelligent;n
25479;When he work Hard! Goood feel;p
25480;Please don’t get confused ;p
25481;please smile ..to your life;p
25482;Love yourself love your day love your life.;p
25483;When he work Hard that is great;n
25484;Don’t let a bad day ;p
25485;make u feel u have a bad life.;n
25486;I’ve got nothing to do today ;p
25487;but smile.;b
25488;Life is to short to remove USB slowly.;n
25489;So many assume. So few know.;p
25490;Nobody can teach me who I am.;p
25491;‘Down’, It only means that you ;p
25492;If people are trying to bring you ;p
25493;I got less but I got best!;p
25494;I’m cool but Summer made me hot!;p
25495;I got less but I got best!;n
25496;I am Waiting for GF Message!;p
25497;So many assume. So few know.;p
25498;Stop saying I wish start saying I will;p
25499;It costs $b.bb to be a decent person.;b
25500;With Great power, Comes great ele bill.;b
25501;I’m sorry my fault. I forgot you’re an Idiot.;b
25502;Love yourself love your day love your life.;b
25503;Sugar? No thanks, I am already sweet..;b
25504;My heart is stolen… Can I check your bar..;p
25505;Life is a story, Make yours the best seller!;b
25506;Life is short. Smile ;p
25507;You are my best reason to lose sleep.;p
25508;I’m the dude with cool attitude!;p
25509;I wish I had Google in my mind ;b
25510;You have TO-GET-HER.;b
25511;If you want to be TOGETHER.  ;p
25512;Your Whatsapp status say’s online;p
25513;… If your online then, why aren’t you ;b
25514;Try to solve your problem yourself… ;p
25515;Don’t Depend on other..!;b
25516;Life begins at the end ;b
25517;of your comfort zone.;b
25518;Stop saying I wish start saying I will.;p
25519;and antivirus in my heart.;p
25520;Every people is a intelligent;n
25521;When he work Hard! Goood feel;p
25522;Please don’t get confused ;p
25523;please smile ..to your life;p
25524;Love yourself love your day love your life.;p
25525;When he work Hard that is great;n
25526;Don’t let a bad day ;p
25527;make u feel u have a bad life.;n
25528;I’ve got nothing to do today ;p
25529;but smile.;b
25530;Life is to short to remove USB slowly.;n
25531;So many assume. So few know.;p
25532;Nobody can teach me who I am.;p
25533;‘Down’, It only means that you ;p
25534;If people are trying to bring you ;p
25535;I got less but I got best!;p
25536;I’m cool but Summer made me hot!;p
25537;I got less but I got best!;n
25538;I am Waiting for GF Message!;p
25539;So many assume. So few know.;p
25540;Stop saying I wish start saying I will;p
25541;It costs $b.bb to be a decent person.;b
25542;With Great power, Comes great ele bill.;b
25543;I’m sorry my fault. I forgot you’re an Idiot.;b
25544;Love yourself love your day love your life.;b
25545;Sugar? No thanks, I am already sweet..;b
25546;My heart is stolen… Can I check your bar..;p
25547;Life is a story, Make yours the best seller!;b
25548;Life is short. Smile ;p
25549;You are my best reason to lose sleep.;p
25550;I’m the dude with cool attitude!;p
25551;I wish I had Google in my mind ;b
25552;You have TO-GET-HER.;b
25553;If you want to be TOGETHER.  ;p
25554;Your Whatsapp status say’s online;p
25555;… If your online then, why aren’t you ;b
25556;Try to solve your problem yourself… ;p
25557;Don’t Depend on other..!;b
25558;Life begins at the end ;b
25559;of your comfort zone.;b
25560;Stop saying I wish start saying I will.;p
25561;and antivirus in my heart.;p
25562;Every people is a intelligent;n
25563;When he work Hard! Goood feel;p
25564;Please don’t get confused ;p
25565;please smile ..to your life;p
25566;Love yourself love your day love your life.;p
25567;When he work Hard that is great;n
25568;Don’t let a bad day ;p
25569;make u feel u have a bad life.;n
25570;I’ve got nothing to do today ;p
25571;but smile.;b
25572;Life is to short to remove USB slowly.;n
25573;So many assume. So few know.;p
25574;Nobody can teach me who I am.;p
25575;‘Down’, It only means that you ;p
25576;If people are trying to bring you ;p
25577;I got less but I got best!;p
25578;I’m cool but Summer made me hot!;p
25579;I got less but I got best!;n
25580;I am Waiting for GF Message!;p
25581;So many assume. So few know.;p
25582;Stop saying I wish start saying I will;p
25583;It costs $b.bb to be a decent person.;b
25584;With Great power, Comes great ele bill.;b
25585;I’m sorry my fault. I forgot you’re an Idiot.;b
25586;Love yourself love your day love your life.;b
25587;Sugar? No thanks, I am already sweet..;b
25588;My heart is stolen… Can I check your bar..;p
25589;Life is a story, Make yours the best seller!;b
25590;Life is short. Smile ;p
25591;You are my best reason to lose sleep.;p
25592;I’m the dude with cool attitude!;p
25593;I wish I had Google in my mind ;b
25594;You have TO-GET-HER.;b
25595;If you want to be TOGETHER.  ;p
25596;Your Whatsapp status say’s online;p
25597;… If your online then, why aren’t you ;b
25598;Try to solve your problem yourself… ;p
25599;Don’t Depend on other..!;b
25600;Life begins at the end ;b
25601;of your comfort zone.;b
25602;Stop saying I wish start saying I will.;p
25603;and antivirus in my heart.;p
25604;Every people is a intelligent;n
25605;When he work Hard! Goood feel;p
25606;Please don’t get confused ;p
25607;please smile ..to your life;p
25608;Love yourself love your day love your life.;p
25609;When he work Hard that is great;n
25610;Don’t let a bad day ;p
25611;make u feel u have a bad life.;n
25612;I’ve got nothing to do today ;p
25613;but smile.;b
25614;Life is to short to remove USB slowly.;n
25615;So many assume. So few know.;p
25616;Nobody can teach me who I am.;p
25617;‘Down’, It only means that you ;p
25618;If people are trying to bring you ;p
25619;I got less but I got best!;p
25620;I’m cool but Summer made me hot!;p
25621;I got less but I got best!;n
25622;I am Waiting for GF Message!;p
25623;So many assume. So few know.;p
25624;Stop saying I wish start saying I will;p
25625;It costs $b.bb to be a decent person.;b
25626;With Great power, Comes great ele bill.;b
25627;I’m sorry my fault. I forgot you’re an Idiot.;b
25628;Love yourself love your day love your life.;b
25629;Sugar? No thanks, I am already sweet..;b
25630;My heart is stolen… Can I check your bar..;p
25631;Life is a story, Make yours the best seller!;b
25632;Life is short. Smile ;p
25633;You are my best reason to lose sleep.;p
25634;I’m the dude with cool attitude!;p
25635;I wish I had Google in my mind ;b
25636;You have TO-GET-HER.;b
25637;If you want to be TOGETHER.  ;p
25638;Your Whatsapp status say’s online;p
25639;… If your online then, why aren’t you ;b
25640;Try to solve your problem yourself… ;p
25641;Don’t Depend on other..!;b
25642;Life begins at the end ;b
25643;of your comfort zone.;b
25644;Stop saying I wish start saying I will.;p
25645;and antivirus in my heart.;p
25646;Every people is a intelligent;n
25647;When he work Hard! Goood feel;p
25648;Please don’t get confused ;p
25649;please smile ..to your life;p
25650;Love yourself love your day love your life.;p
25651;When he work Hard that is great;n
25652;Don’t let a bad day ;p
25653;make u feel u have a bad life.;n
25654;I’ve got nothing to do today ;p
25655;but smile.;b
25656;Life is to short to remove USB slowly.;n
25657;So many assume. So few know.;p
25658;Nobody can teach me who I am.;p
25659;‘Down’, It only means that you ;p
25660;If people are trying to bring you ;p
25661;I got less but I got best!;p
25662;I’m cool but Summer made me hot!;p
25663;I got less but I got best!;n
25664;I am Waiting for GF Message!;p
25665;So many assume. So few know.;p
25666;Stop saying I wish start saying I will;p
25667;It costs $b.bb to be a decent person.;b
25668;With Great power, Comes great ele bill.;b
25669;I’m sorry my fault. I forgot you’re an Idiot.;b
25670;Love yourself love your day love your life.;b
25671;Sugar? No thanks, I am already sweet..;b
25672;My heart is stolen… Can I check your bar..;p
25673;Life is a story, Make yours the best seller!;b
25674;Life is short. Smile ;p
25675;You are my best reason to lose sleep.;p
25676;I’m the dude with cool attitude!;p
25677;I wish I had Google in my mind ;b
25678;You have TO-GET-HER.;b
25679;If you want to be TOGETHER.  ;p
25680;Your Whatsapp status say’s online;p
25681;… If your online then, why aren’t you ;b
25682;Try to solve your problem yourself… ;p
25683;Don’t Depend on other..!;b
25684;Life begins at the end ;b
25685;of your comfort zone.;b
25686;Stop saying I wish start saying I will.;p
25687;and antivirus in my heart.;p
25688;Every people is a intelligent;n
25689;When he work Hard! Goood feel;p
25690;Please don’t get confused ;p
25691;please smile ..to your life;p
25692;Love yourself love your day love your life.;p
25693;When he work Hard that is great;n
25694;Don’t let a bad day ;p
25695;make u feel u have a bad life.;n
25696;I’ve got nothing to do today ;p
25697;but smile.;b
25698;Life is to short to remove USB slowly.;n
25699;So many assume. So few know.;p
25700;Nobody can teach me who I am.;p
